input	given	family	orcid	other-names	employment	education	works	peer-reviews	funding	emails
Maya Skubatch	Maya	Skubatch	Not Found							
Nathan Vaziri	Nathan	Vaziri	Not Found							
Kendra G. Bergstrom	Kendra	Bergstrom	0000-0003-4253-6551	0.0	0.0	0.0	0.0	0.0	0.0	
Joanna L. Canepa	Joanna L.	Canepa	Not Found							
Ylva Carosone	Ylva	Carosone	Not Found							
Jennifer Rose Conners	Jennifer Rose	Conners	Not Found							
Solomon Dobrowski	Solomon	Dobrowski	0000-0003-2561-3850	0.0	1.0	0.0	87.0	1.0	0.0	
Michael Alan Emmett	Michael	Emmett	0000-0002-3284-1117	0.0	1.0	4.0	0.0	6.0	0.0	
Chris Feldman	Chris	Feldman	0000-0003-2988-3145	0.0	1.0	0.0	19.0	1.0	0.0	1.0
Daniel D. Filiatrault	Daniel D.	Filiatrault	Not Found							
Sapna B. Khandwala	Sapna B.	Khandwala	Not Found							
Julianne Ludwig	Julianne	Ludwig	Not Found							
Xavier Mayali	Xavier	Mayali	0000-0002-2170-0773	0.0	1.0	0.0	64.0	15.0	0.0	
Larry Rabin	Larry	Rabin	Not Found							
Sandra Trujillo	sandra	trujillo	0000-0001-9714-0752	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Trujillo	0000-0003-3100-0102	0.0	8.0	5.0	7.0	2.0	3.0	
Sandra Trujillo	sandra rocio 	trujillo	0009-0001-2817-5617	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Ximena 	Trujillo 	0009-0007-2259-6844	0.0	0.0	0.0	2.0	0.0	0.0	
Sandra Trujillo	Sandra	Nodal Trujillo	0000-0002-2900-5089	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Trujillo Vicente	0009-0004-5049-8027	0.0	1.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra 	Trujillo Velez	0000-0003-2750-9424	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra 	Trujillo Pacheco	0000-0002-3472-8986	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Trujillo Sierra	0009-0004-5563-6281	0.0	1.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	sandra	trujillo vicente	0009-0009-5773-3778	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Ayala Trujillo  	0000-0002-1579-7038	0.0	2.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Martínez Trujillo	0009-0004-1683-0401	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra 	Aburto. Trujillo	0009-0006-2911-9306	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra 	Trujillo Quispe	0000-0002-9833-3430	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra	Clara-Trujillo	0000-0002-6455-2993	0.0	9.0	4.0	10.0	0.0	5.0	1.0
Sandra Trujillo	Sandra Migdonia	Tovar Trujillo	0000-0002-5325-2725	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Valeria	Soto Trujillo	0000-0001-7878-8035	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	SANDRA MILENA	GUALTERO TRUJILLO	0000-0003-3348-2387	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	SANDRA MILENA	TRUJILLO CUELLAR	0000-0001-8727-0916	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Migdonia	Tovar Trujillo	0009-0006-7278-3237	0.0	1.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Viviana 	TRUJILLO OLARTE 	0000-0002-9271-7257	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Iris	Trujillo Jesús	0009-0008-7032-8219	0.0	0.0	1.0	0.0	0.0	0.0	
Sandra Trujillo	sandra lorena	trujillo vega	0000-0002-4992-4461	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	JACQUELINE SANDRA	HUARAC TRUJILLO	0000-0003-3417-7608	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Milena 	Vivas Trujillo	0009-0001-7601-8114	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Inés	Trujillo Juárez	0000-0001-8555-1116	4.0	4.0	3.0	24.0	1.0	0.0	
Sandra Trujillo	Sandra Magaly	Lipe Trujillo	0009-0001-2839-3702	0.0	1.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Lorena	Giraldo-Trujillo	0009-0006-1645-608X	0.0	1.0	3.0	0.0	0.0	0.0	
Sandra Trujillo	SANDRA MILENA	GRANADOS TRUJILLO	0009-0003-9209-3338	0.0	4.0	3.0	1.0	0.0	0.0	1.0
Sandra Trujillo	SANDRA MILENA	TRUJILLO PEÑA	0009-0008-6344-9426	0.0	1.0	1.0	7.0	0.0	0.0	
Sandra Trujillo	Sandra Tahití	González Trujillo	0009-0007-0318-1512	0.0	0.0	0.0	0.0	0.0	0.0	
Sandra Trujillo	Sandra Elizabeth	Trujillo Lévano 	0000-0002-9161-3499	0.0	1.0	0.0	1.0	0.0	0.0	
Sandra Trujillo	Sandra Karina	De la Cruz Trujillo	0000-0001-5371-0629	0.0	2.0	3.0	2.0	0.0	0.0	
Isa Woo	Isa	Woo	0000-0002-8447-9236	0.0	1.0	2.0	57.0	0.0	0.0	
Stephanie Yelenik	Stephanie	Yelenik	0000-0002-9011-0769	0.0	2.0	3.0	41.0	4.0	1.0	
Sarah Ann Bickel	Sarah Ann	Bickel	Not Found							
Patrick A. Bock	Florian Patrick	Bock	0000-0002-6976-8531	0.0	2.0	1.0	10.0	0.0	0.0	
Patrick A. Bock	patrick andrew	bock	0000-0003-4671-7472	0.0	0.0	0.0	0.0	0.0	0.0	
David Borslien	David	Borslien	Not Found							
Kelly Sherman Boyle	Kelly	Boyle	0000-0002-9548-5885	0.0	1.0	2.0	0.0	0.0	0.0	
Kelly Sherman Boyle	Kelly	Boyle	0000-0003-4711-9503	0.0	2.0	1.0	4.0	0.0	0.0	
Kelly Sherman Boyle	Kelly	Boyle	0000-0002-3638-2181	0.0	4.0	2.0	37.0	0.0	0.0	
Heather S. Cooley	Heather	Tubbs Cooley	0000-0002-1662-1368	0.0	3.0	4.0	54.0	0.0	5.0	
Heather S. Cooley	Heather	Cooley	0000-0002-9369-4683	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-1186-9700	0.0	0.0	0.0	5.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia-Pittman	0000-0002-6835-1910	0.0	1.0	4.0	7.0	1.0	0.0	
Erica A. Garcia	ERICA 	GARCIA GARCIA	0009-0003-3602-5162	0.0	1.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Saldivar Garcia	0000-0002-6559-1695	0.0	1.0	2.0	3.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-2617-5277	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0001-9008-2350	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-6062-0872	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-4611-5618	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-3366-8213	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0000-0002-5128-6761	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia	0009-0001-8977-893X	0.0	2.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Rossi Garcia	0009-0006-2441-6483	0.0	1.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica 	Garcia Lezcano	0000-0002-3328-7875	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica 	Garcia Hernandez 	0009-0000-8818-0453	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia-Thomas	0009-0002-5475-971X	0.0	1.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia-Verellen	0009-0004-7658-5241	2.0	1.0	2.0	1.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia Badaracco	0000-0003-0860-766X	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	PRINCESS ERICA	GARCIA	0000-0001-8943-7855	0.0	0.0	1.0	0.0	0.0	0.0	
Erica A. Garcia	Erica	Garcia França Lopes	0000-0002-8414-3759	0.0	0.0	2.0	0.0	0.0	0.0	
Erica A. Garcia	Erica Evelin 	Rojas Garcia 	0000-0002-1605-5765	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica Ruth	Alcedo Garcia	0000-0002-1251-5533	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Analiz Erica 	Garcia Mendizabal	0009-0003-7102-0543	0.0	1.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Erica Danuska	Cornejo Garcia	0009-0004-0152-0339	0.0	0.0	0.0	0.0	0.0	0.0	
Erica A. Garcia	Janne Erica	Velarde Garcia	0009-0000-5683-3667	0.0	0.0	0.0	0.0	0.0	0.0	
Lauren Gershman	Lauren	Gershman	Not Found							
Emily Hatley	Emily	Hatley	Not Found							
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-6981-6057	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-4410-929X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8036-2922	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-4967-1302	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5622-0112	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-7940-1290	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7395-281X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-3221-5976	0.0	0.0	2.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-7325-4146	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-0106-9299	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-8802-1273	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-4813-0862	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-8485-004X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan 	Lee	0000-0002-9543-958X	0.0	0.0	0.0	1.0	0.0	1.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-9374-7610	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-4502-1115	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7764-0506	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-0111-3475	0.0	1.0	2.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-7941-5684	0.0	0.0	0.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-1398-629X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9680-805X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0000-0067-1144	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-1575-7711	0.0	0.0	2.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-3551-9465	0.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0009-8470-1528	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-2448-6880	1.0	0.0	3.0	4.0	0.0	0.0	3.0
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8880-8570	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-7627-7829	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-6492-0792	0.0	1.0	0.0	4.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7626-8386	0.0	0.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0004-0599-9818	0.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7021-0714	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-2196-7862	0.0	1.0	0.0	4.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5387-2852	0.0	0.0	1.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-4614-2448	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9419-2116	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0003-7406-5173	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0000-8923-5129	0.0	1.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-4750-3476	0.0	0.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-0388-0368	0.0	0.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	lee	0009-0000-5365-7151	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-1828-1707	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan 	Lee	0009-0002-9417-3262	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-3932-761X	0.0	4.0	3.0	27.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8610-2400	1.0	2.0	3.0	113.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-8477-8025	0.0	0.0	0.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5026-1378	0.0	1.0	3.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0004-9330-6881	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0009-8590-2559	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9546-5294	0.0	1.0	1.0	5.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8606-8556	1.0	0.0	0.0	5.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0006-2808-7154	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5316-6069	0.0	0.0	0.0	2.0	3.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0002-8776-7986	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0000-8633-4869	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5178-391X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0006-3975-0927	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0007-7370-7612	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-5977-691X	0.0	1.0	2.0	19.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0002-1452-1555	0.0	1.0	0.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0004-2062-9858	0.0	0.0	0.0	2.0	0.0	0.0	2.0
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-6976-1831	0.0	1.0	1.0	41.0	13.0	0.0	
Jonathan S.F. Lee	JONATHAN	LEE	0000-0001-6860-4802	1.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-1113-8799	0.0	1.0	1.0	15.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0003-1911-7057	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7752-1742	0.0	1.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9678-2603	0.0	1.0	0.0	5.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0003-5041-8579	0.0	1.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-5955-5145	0.0	1.0	0.0	22.0	8.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-2163-8348	1.0	2.0	3.0	12.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-3509-6589	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0002-0355-5362	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0003-0704-9245	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan 	Lee	0009-0007-4601-9742	0.0	1.0	0.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9768-5338	0.0	0.0	0.0	8.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0006-8692-2189	1.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0004-3010-1934	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0002-9984-6171	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-2284-2482	0.0	1.0	2.0	61.0	8.0	6.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7316-7643	0.0	0.0	0.0	42.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-1083-2172	0.0	2.0	1.0	18.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9224-6424	0.0	0.0	0.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-9003-8456	0.0	0.0	0.0	10.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-5220-1275	1.0	1.0	1.0	17.0	0.0	0.0	1.0
Jonathan S.F. Lee	Jonathan	Lee	0009-0002-7132-8305	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan 	Lee	0009-0005-7414-5215	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-3335-7834	0.0	0.0	5.0	9.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-3504-8464	1.0	1.0	1.0	11.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-5532-5206	0.0	0.0	2.0	22.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8806-8066	0.0	1.0	0.0	13.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0003-2575-5568	0.0	7.0	3.0	20.0	3.0	0.0	1.0
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-9165-2316	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-3984-6383	0.0	2.0	0.0	3.0	1.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0001-8700-6020	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-2504-4849	0.0	0.0	0.0	0.0	10.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-8161-575X	0.0	2.0	3.0	4.0	3.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-4485-1611	0.0	1.0	2.0	4.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0001-7065-8041	0.0	2.0	0.0	48.0	2.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0005-4474-6183	0.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-2539-5235	0.0	1.0	0.0	26.0	14.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0009-0006-9700-2548	0.0	1.0	0.0	2.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee	0000-0002-1229-0098	0.0	0.0	4.0	12.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan	Lee-Confer	0000-0002-2112-9802	0.0	1.0	2.0	16.0	6.0	0.0	1.0
Jonathan S.F. Lee	Jonathan	Lee Rodriguez	0009-0002-5694-7108	0.0	1.0	2.0	2.0	1.0	0.0	1.0
Jonathan S.F. Lee	Jonathan	Vincent Lee	0009-0004-7980-7620	0.0	0.0	0.0	12.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Sangyun	Lee	0000-0002-5972-8667	1.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Y	Lee	0000-0002-5208-0394	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Yiho	Lee	0000-0003-1244-2335	0.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Hanjin	Lee	0009-0002-8735-9480	0.0	1.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Zhiqiang	Lee	0000-0001-6789-8132	0.0	1.0	1.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Y.	Lee	0000-0003-1267-948X	0.0	1.0	0.0	5.0	1.0	0.0	1.0
Jonathan S.F. Lee	Jonathan William	Lee	0000-0002-0154-3440	0.0	1.0	0.0	5.0	6.0	0.0	
Jonathan S.F. Lee	Kwok Ming Jonathan	Lee	0000-0002-1950-9099	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Chuo Min	Lee	0000-0003-4582-3505	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Tak Loong	Lee	0000-0001-9189-0835	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Ka Leung	Lee	0000-0003-2414-3500	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Wai Lam Jonathan	Lee	0000-0002-3531-3520	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Chia-Ho	Lee	0000-0003-3934-6458	0.0	9.0	4.0	26.0	0.0	9.0	
Jonathan S.F. Lee	Jonathan Sang-Joon	Lee	0009-0008-3059-2007	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Cheuk Wing Jonathan	Lee	0000-0002-2526-9634	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Kwok Ming Jonathan 	Lee	0000-0002-3850-9684	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Hon Chung	Lee	0009-0006-0204-8990	2.0	0.0	1.0	1.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Song Yang	Lee	0009-0009-9070-563X	0.0	0.0	0.0	0.0	0.0	0.0	
Jonathan S.F. Lee	Xiang Wei Jonathan	Lee	0000-0001-8545-0243	0.0	0.0	1.0	3.0	0.0	0.0	
Jonathan S.F. Lee	Jonathan Him Nok	Lee	0000-0003-3990-8801	1.0	1.0	3.0	10.0	6.0	0.0	1.0
Jung Lee	Jung-Jung	Lee	0000-0001-7126-794X	0.0	0.0	2.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0003-3115-3432	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	JUNG	LEE	0000-0002-9473-5520	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0001-9772-6913	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0002-8903-6549	1.0	1.0	2.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0002-1692-9506	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0001-8074-105X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0009-0003-3319-7225	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0003-3669-4617	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0002-7826-8221	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0009-0001-1315-088X	0.0	1.0	0.0	6.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0003-0458-1474	0.0	0.0	0.0	22.0	0.0	0.0	
Jung Lee	Jung	Lee	0009-0008-0989-0907	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0009-0002-3542-5669	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0002-6689-8373	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0001-8568-8163	0.0	5.0	2.0	28.0	2.0	0.0	
Jung Lee	Jung	Lee	0009-0009-1168-2311	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0001-9274-6739	0.0	1.0	0.0	23.0	0.0	0.0	
Jung Lee	Jung	Lee	0009-0006-4971-0232	0.0	1.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0003-1177-7117	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	Jung	Lee	0000-0002-5295-0708	0.0	2.0	4.0	10.0	4.0	2.0	
Jung Lee	Jung	Lee	0009-0003-8835-5614	0.0	1.0	0.0	1.0	0.0	0.0	
Jung Lee	Jung Hwa	Lee	0000-0003-4620-2815	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hyun Jung	Lee	0000-0001-5821-9097	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung Gil	Lee	0000-0002-4144-6821	0.0	0.0	0.0	2.0	0.0	0.0	
Jung Lee	JUNG IL	LEE	0000-0003-2179-0120	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Jung yeol	Lee	0000-0001-9828-714X	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	YOON JUNG	LEE	0000-0001-7060-7543	0.0	0.0	0.0	0.0	0.0	0.0	
Jung Lee	Hye-Jung	Lee	0000-0002-9763-7141	0.0	0.0	0.0	0.0	0.0	0.0	
