"Authors, Primary",Title Primary,organism,where,Pub Year,Keywords,Abstract,Link
"Capedeville, J.","Neritid Gastropods Adapted to Different pH Environments: Spatial, temporal, and abiotic factors affecting life history traits of marine and freshwater snails",invert,marine,2013,"gastropods; Neritidae; environmental change; Moorea, French Polynesia; adaptation; pH; embryonic development; freshwater gastropod; marine gastropod",,
"Dubey, A.",Plant litter feeding preferences of tropical island stream invertebrates,invert,terrestrial,2013,"stream invertebrate; plant litter; feeding preference; Moorea, French Polynesia",,
"London,Kathleen",The influence of sediment and irradiance on the survival of the seagrass Halophila decipiens Ostenfeld,plant,marine,2003,"seagrass, Halophila decipiens Ostenfeld, distribution, Pao Pao Bay, estuary, historical comparison, transplanting, light tolerance, substrate", ,
"Friedrichsen, Kayla",VISITATION HABITS OF THE HONEY BEE (APIS MELLIFERA) IN RESPONSE TO SUGAR CONTENT OF FLOWER NECTAR,insect,terrestrial ,2013,"honey bee; Apis mellifera; Nosema; pollination; Moorea, French Polynesia; nectar",,
"Galarza, Rubi","A COMPARISON OF BELOWGROUND AND ABOVEGROUND ANTIMICROBIAL ACTIVITY IN HIBISCUS TILIACEUS, HIBISCUS 
ROSA-SINENSIS AND THESPESIA POPULNEA AND ITS CORRELATION WITH ROOT DECOMPOSITION AND SOIL NUTRIENT CONTENT IN MOOREA, FRENCH POLYNESIA",plant,terrestrial ,2013,"medicinal plants; Hibiscus tiliaceus, Hibiscus rosa-sinensis, Thespesia 
populnea; root decomposition; soil nutrient content; South Pacific",,
"Guan, L. ","Parasite Abundance and Color-Biased Predation of Fiddler Crabs, Uca Crassipes, in Moorea, French Polynesia ",invert,marine,2013,fiddler crabs; Uca; parasites; trophic transmission; predation; color; sexual dimorphism  ,,
"Hsiao, E. ",Recruitment Biology of the Stomatopod Pullosquila; The Effects of Conspecific Density and Lunar Cycle,invert,marine,2013,stomatopod; light trap; Pullosquila thomassini; lunar cycle; settlement ,,
"Hughes, J.J ","Habitat Preference of Limpets (Siphonaria) and Interspecific Competition with Brown Algae and Barnacles in the Intertidal Zone in Moorea, French Polynesia ",invert,marine,2013,mollusca; Siphonaria; intertidal zone; Moorea; French Polynesia; community ecology ,,
"Jacobs,Margaret A.","Woody plant communities along an elevation gradient in Moorea, French Polynesia",plant,terrestrial,2013,"community structure, trait mapping, community phylogenetics, species richness, Moorea, French Polynesia","Plant communities vary in relatedness, diversity, abundance, and morphological traits over spatial scales. This holds true along elevational gradients, where different elevations have different environmental filtering, resulting in varying species compositions. This study aims to shed light on the extent to which the aforementioned community characteristics vary along the elevational gradients of Moorea, French Polynesia. Plots were placed over 5 elevations in which species diversity, abundance of individuals within each species, and leaf and plant physiological traits were measured. It was determined that species at the highest elevation exhibited higher relatedness than by chance. In addition, native species were found to increase in abundance with elevation and leaf mass was found to be greater at lower elevations. Species richness and accumulation appear to increase with increasing elevation and the species compositions found at the different elevations are significantly different from one another.",
"Jolitz,Rebecca D.","Diversity and spectral response of microbial communities on fossiliferous limestone platforms in Moorea, French Polynesia",microbe,marine,2013,"microbial mats, cyanobacteria, zonation, intertidal, Moorea, French Polynesia ","Extremophiles are organisms that survive extreme environmental differentials. Cyanobacterial mats on fossiliferous limestone platforms in the intertidal zone of oceanic islands are subject to wave stress and intense UV radiation. The distribution of each mat was studied to infer causal factors of zonation.  Line transects delineated zonation in visibly distinct cyanobacterial mats. Spectrometry determined spectral transmittance of a mat and an inhabited rock. Six distinct mat types, coralline algae and Littorina coccinea snails were quantified. For a 20 meter platform, mats with yellow-green, black-green moss-like and brown morphologies were most abundant (over 50% cover) closest to the lagoon (up to 2 meters from the lagoon), the middle of the platform (from 1 meter to 14 meters from the lagoon), and closest to the beach (from 6 meters to 20 meters from the lagoon) respectively. L. coccinea were found closest to the beach (between 6 meters from the lagoon and the beach). Spectrum of a black-green moss-like slice shows the mat type blocks 90% of low visible wavelength light. Future studies will be done on identifying the microbial communities of each mat and desiccation tolerances as possible causes of community stratification. ",
"Kobayashi,Katie M.","The effects of barriers on the clibing ability of two amphidromous gobiids (sicyopterus spp. and stiphodon elegans) on Moorea, French Polynesia",fish,terrestrial,2013,"amphidromy; climbing; Sicyopterus; Stiphodon; Moorea, French Polynesia","Amphidromy is a distinct life history, in which organisms live and spawn in fresh water, their larvae float downstream to salt water where they remain for some time, and juveniles migrate back upstream to complete their feeding and growing in fresh water.  On oceanic islands, this life history serves as a strategy for settlement of new islands, recolonization of freshwater habitats after major disturbances, and downstream predator evasion.  Many members of the family gobiidae exhibit amphidromous life histories on tropical islands, and have evolved the ability to climb waterfalls in order to reach upstream habitats.  Though the importance of climbing ability in juvenile gobies has been well established, climbing ability in adults is often overlooked.  Retaining climbing ability could be advantageous for adult gobiids, as they are subjected to many of the same risks as juveniles.  On the island of Moorea in French Polynesia, amphidromous gobiids make up a large part of the freshwater vertebrate fauna.  I hypothesized that the climbing ability of these fishes would be negatively impacted by increases in geophysical pressures such as flowrate and gradient, as well as the presence of man-made stream barriers.  In this study, Sicyopterus spp. and Stiphodon elegans adults were challenged to climb under simulated waterfall conditions, in order to define the effects of gradient and flow rate on their climbing ability.  The two species were also included in a survey with relation to man-made barriers on the island.  While increases in waterfall angle negatively affected the climbing success of Stiphodon elegans, Sicyopterus spp. exhibited an increase in completion time, but showed no decrease in climbing success.  When subjected to multiple flow rates, Stiphodon elegans was more successful and slower at lower flow rates.  Surveys suggested that the construction of barriers plays a key roll in migration success among Sicyopterus species.  Understanding limits to the climbing ability of amphidromous gobiids is important to both the life history and conservation of fishes on Moorea, as well as faunas of oceanic islands across the globe. ",
"McCarthy, Mikaela R","Community response to the removal of a dominant alga, Turbinaria ornata, on a coral reef in Moorea, French Polynesia",algae,marine,2013,"coral-algal phase shift, Turbinaria ornata, reef restoration, Moorea, French Polynesia, settlement, fish herbivory",,
"Parks, Samuel R","Epiphytic community composition, zonation, and succession on Tahitian Chestnut (Inocarpus fagifer) bark",plant,terrestrial,2013,"succession, community ecology, bryophytes, epiphytes, chronosequences, poikilohydrates, French Polynesia",,
"Quiroz, Dianne",Propagule Herbivory on the Coastal Strand of Moorea Franch Polynesia,ecosystem,terrestrial,2013,"dispersal agents, community structure, Moorea French Polynesia, herbivory, coastal strand",,
"Reimche, Jessica","Ectoparasite preference and dispersal across gekkonid after recent invasion of Hemidactylus frenatus on an oceanic island (Moorea, French Polynesia)",parasite,terrestrial,2013,"ectoparasites, Gekkonidae, invasive species, Moorea, French Polynesia, competitive displacement, Hemidactylus frenatus, resident diversity",,
"Rosenthal, Lisa M.","An unresolved question: do fungal endophytes influence the disease incidence of Miconia calvescens (Melastomataceae) on Moorea, French Polynesia?",Plant,Terrestrial,2013, Miconia calvescens; Colletotrichum gloeosporoides f. sp. miconiae; endo-phyte community; richness; French Polynesia; abiotic factors; biotic factors; disease incidence,"Fungal endophytes have been shown to confer costs and benefits to their plant symbionts and much work has focused on their roles in plant diseases. A generalized consensus regarding their influences on plant diseases, however, has not been achieved. In efforts to control the highly invasive plant Miconia calvescens (Melastomataceae) on the island of Moorea, French Polynesia, the fungal biocontrol Colletotrichum gloeosporoides f. sp. miconiae was released. The bio-control causes more foliar lesions at higher elevations, which has been attributed to differences in abiotic factors. The goal of this study was to investigate the influence of endophyte communities on M. calvescens disease incidence. This study established that the endophyte communities on
Moorea were distinct between a low and a high elevation site and the low elevation site was more species rich. While disease incidence and endophyte communities differed in respect to elevation, they did not necessarily influence one another. An independent factor, such as the environment, could be responsible. A reciprocal transplant between the low and high site attempted to assert either abiotic or biotic factors as dominant in causing disease. However, the spore treatment in the transplant experiment was not effective and it was not possible to establish one factor as most important. The endophytic community remains to be a possible force in determining disease incidence. ",
"Stegall, Cassandra L. ",Understanding drivers of diversity: an investigation of color morphs in the giant clam Tridacna maxima,Invert,Marine,2013,color morph; Tridanca maxima; cryptic coloration; phenotypic diversity,"This study investigates the role of color morphs of the giant clam, Tridacna maxima, in Moorea, French Polynesia to determine if color polymorphism (morphs) possess a beneficial adaptation. Environmental factors were observed through field surveys to determine if they benefit certain color morphs. No environmental factors were deemed preferential. However, the adaptation of cryptic coloration pertains to color morphs as the clam R, G, and B color values correlate to the substrate R, G, and B color values. Additionally, color was analyzed on multiple levels to compare cryptic ability amongst color morphs. A more adapted color morph was identified and this finding is further paralleled in results on abundance and size distribution throughout the population. Understanding the selective pressures that cause for phenotypic diversity allows insight into conservation and how human actions can either drive or stabilize the gene pools of organisms. ",
"TRINH, REBECCA C.","Ocean acidification effects on statolith structure, orientation and chemosensory ability, and early life history stages of several species of marine shrimp",invertebrate,MARINE,2013,"ocean acidification; shrimp; statoliths; survivorship; Moorea; French Polynesia, larvae",,
"ULLRICH, HEATHER L.","A comparison of behavior and morphology between two cryptic skink species on Moorea, French Polynesia",vertebrate,TERRESTRIAL,2013,skinks; Emoia cyanura; Emoia impar; color; behavior; morphology; ethogram; Moorea,,
"Van, Serena C.",Comparison of antifungal activity between pure extracts and mixtures of Ficus benghalensis leaves and curcuma longa rhizomes,plant,Terrestrial,2013,ethnobotany; antifungal plants; medicinal mixtures; Cocos nucifera; Curcuma longa; Ficus benghalensis,,
"Winkler, Carlea A.","Fire effects on vegetation in tropical forest ecosystems on Moorea island, French Polynesia",forest,Terrestrial,2013,"tropical fire ecology; succession; Dicranopteris linearis; plant communities; introduced species; Moorea, French Polynesia",,
"Wray, Addien C.","Avian Community Structure: Land use impacts on beta diversity and species richness in three distinct habitats on Moorea, French Polynesia",bird,terrestrial,2013,Aves; beta diversity; Moorea; French Polynesia; alpha diversity; diversity index; dissimilarity value; conservation; native; invasive,,
"Allen, Trevor R.",The effects of ocean acidification and sea surface warming on the embryonic development of the opisthobranch gastropod Stylocheilus striatus,invertebrate,marine,2012,"climate change, ocean acidification, sea surface warming, marine gastropod, embryonic development, Stylocheilus, Anaspidea, Aplysiomorpha, Mo'orea, French Polynesia",,
"Atkinson, L.","Associations between the hermit crab Dardanus pendunculatus and its commensal sea anemone Calliactis tribolor on Moorea, French Polynesia",invert,marine,2012,Moorea;French Polynesia;hermit crab; Dardanus pedunculatus;sea anemone;Calliactis tricolor;association;commensalism;mutualism;symbiosis;size preference,,
"Au, S.",Succession in galls on Syzygium malaccense and their impact on leaf aging,insect,Terrestrial,2012,Moorea;French Polynesia;gall;succession;Syzygium malaccense;leaf;aging;symbiosis;entomology;Megatioza vitiensis;Tortricid;Penicillium,,
"Dasari, M. R.","The biology, development, and host distribution of epifoliar fungi in the mangrove ferns (Acrostichum aureum) of Mo'orea, French Polynesia",fungi,Terrestrial,2012,Moorea;French Polynesia;mangrove fern;Acrostichum aureum;epifoliar;fungi;bioindicator,,
"Gonzalez, D. N.","The influence of size on cannibalism and predation in hungry wolf spiders (Lycosidae, Hogna crispipes)",invert,Terrestrial,2012,"Moorea;French Polynesia;conspecific;prey preference;generalist predator;Surinam cockroaches
French Polynesia ",,
