input,given,family,orcid,title,funder,identifier,award,start,end
"Silva,J.",Ricardo J. Nunes da,Silva,0000-0002-9201-0542,"MAGISTER. Arquitectura tardo-gótica em Portugal: protagonistas, modelos e intercâmbios artísticos (séc. XV-XVI).",Fundação para a Ciência e a Tecnologia,http://dx.doi.org/10.13039/501100001871,PTDC/EAT-HAT/119346/2010,2012,2015
"Silva,J.",Ricardo J. Nunes da,Silva,0000-0002-9201-0542,Arquitectura Tardogótica en la Corona de Castilla: Trayectorias e Intercambios,Gobierno de España Ministerio de Ciencia e Innovación,http://dx.doi.org/10.13039/100014440,HAR2011-25138,2012,2014
"Silva,J.",Ricardo J. Nunes da,Silva,0000-0002-9201-0542,Arquitectura y Poder: El Tardogotico Castellano Entre Europa y América,Gobierno de España Ministerio de Ciencia e Innovación,http://dx.doi.org/10.13039/100014440,HAR2008-04912,2009,2011
"Silva,J.",Ricardo J. Nunes da,Silva,0000-0002-9201-0542,JOÃO DE CASTILHO: ENTRE O PARADIGMA DA ARQUITECTURA TARDO-GÓTICA E A ARQUITECTURA DO RENASCIMENTO EM PORTUGAL,Fundação para a Ciência e a Tecnologia,http://dx.doi.org/10.13039/501100001871,SFRH/BD/35768/2007,2007,2011
"Silva,J.",Ricardo J. Nunes da,Silva,0000-0002-9201-0542,"ARTIS - Instituto de História da Arte, Faculdade de Letras, Universidade de Lisboa",Fundação para a Ciência e a Tecnologia,http://dx.doi.org/10.13039/501100001871,UID/EAT/04189/2019,2019,2019
"Silva,J.",J´´essica,Santos da Silva,0000-0001-9294-8058,,,,,,
"Silva,J.",Alejandro J.,Da Silva Sanchez,0000-0002-2699-554X,,,,,,
"Silva,J.",J. P.,Gurgel e Silva,0000-0001-8107-4957,,,,,,
"Silva,J.",J Paulo ,de Sousa Silva,0009-0007-3340-5054,,,,,,
"Silva,J.","SILVA, J. S  / SILVA. J.SILVA",SILVA,0009-0006-8444-1568,,,,,,
"Silva,J.",Ana J´éssica,da Silva,0000-0002-8819-9469,,,,,,
"Silva,J.",Maria ´J´´ulia,Marques Silva,0000-0003-4984-9358,,,,,,
"Silva,J.",Gil V. J.,da Silva,0000-0003-0604-5536,,,,,,
"Silva,J.",Edite J.,Simoes da Silva Pereira,0000-0001-9884-6159,,,,,,
"Silva,J.",Carolina J,Simoes da Silva P,0000-0003-0993-7089,,,,,,
"Silva,J.",Larita Veruska J.,Bezerra da Silva,0000-0001-9385-6251,,,,,,
"Silva,J.",P. K. D. H. J. L. ,De Silva Rajaratne,0000-0002-6921-7107,,,,,,
"Tang,A. M.",A-Ling,Tang,0009-0004-4485-622X,,,,,,
"Tang,A. M.",A-Ling,TANG,0000-0002-7150-3663,,,,,,
"Wagner-Porter,K. M. G.",Fabian L. K.,Wagner,0000-0001-8178-9434,,,,,,
"Wagner-Porter,K. M. G.",Maureen K.,Porter,0000-0002-1376-0549,,,,,,
"Wagner-Porter,K. M. G.",Tammy K.,Porter,0000-0002-5358-5124,,,,,,
"Wagner-Porter,K. M. G.",Michael K,Porter,0000-0002-0777-7563,,,,,,
"Wagner-Porter,K. M. G.",K. Darby,Porter,0000-0002-4126-6644,,,,,,
"Wagner-Porter,K. M. G.",K. John,Wagner,0000-0002-3686-3057,,,,,,
"Wagner-Porter,K. M. G.",Philip K.,Wagner,0009-0006-3848-1542,,,,,,
"Wagner-Porter,K. M. G.",Alexander K.,Wagner,0000-0002-2124-7550,,,,,,
"Wagner-Porter,K. M. G.",Robert K.,Wagner,0000-0002-7031-1643,,,,,,
"Williams,J. L.",Jeremy J.,Williams,0000-0003-2095-3063,ACM SIGHPC Computational and Data Science Fellowship 2023 ,ACM SIGHPC Special Interest Group on High Performance Computing,,,2023,
"Williams,J. L.",Roberto J. J.,Williams,0000-0001-6313-3028,,,,,,
"Williams,J. L.",J. Forrest,Williams,0000-0003-2723-9540,,,,,,
"Williams,J. L.",Augustine J,Williams,0000-0002-2967-0740,,,,,,
"Williams,J. L.",Marcus J.,Williams,0000-0002-9733-7181,,,,,,
"Williams,J. L.",Valerie J.,Williams,0000-0002-6205-5168,,,,,,
"Williams,J. L.",J. Henry,Williams,0000-0003-2896-4824,,,,,,
"Williams,J. L.",Martin J.,Williams,0000-0002-0299-7153,,,,,,
"Williams,J. L.",Emily J,Williams,0000-0001-8223-3526,,,,,,
"Williams,J. L.",Stephen J,Williams,0009-0000-9435-1466,,,,,,
"Williams,J. L.",J. Byron,Williams,0000-0001-6071-5620,,,,,,
"Williams,J. L.",Robert J.,Williams,0000-0002-3943-0273,,,,,,
"Williams,J. L.",Eric J. ,Williams,0009-0006-3593-5449,,,,,,
"Williams,J. L.",Rol-J,Williams,0009-0006-0080-1088,,,,,,
"Williams,J. L.",Alice J.,Williams,0000-0003-4612-1468,,,,,,
"Williams,J. L.",John J ,Williams,0000-0003-3367-7280,,,,,,
"Williams,J. L.",Matthew J.,Williams,0000-0002-6126-5921,,,,,,
"Williams,J. L.",Jeffrey J.,Williams,0009-0009-1308-9730,,,,,,
"Williams,J. L.",Jennifer J.,Williams,0000-0002-1549-7262,Machine Learning for Crime Prediction,NSW Defence Innovation Network,http://dx.doi.org/10.13039/501100021670,,2022,2023
"Williams,J. L.",Wendy J,Williams,0000-0002-9818-0569,,,,,,
"Williams,J. L.",Ashley J,Williams,0009-0006-5562-9780,,,,,,
"Williams,J. L.",Sharon J.,Williams,0000-0001-5377-7401,,,,,,
"Williams,J. L.",J. Audra,Williams,0009-0006-4098-1888,Snapshots of Queer Joy: A Photovoice Exploration of Queer Graduate Students Experiences,ACPA Foundation,,,,
"Williams,J. L.",J. Audra,Williams,0009-0006-4098-1888,Snapshots of Queer Joy: A Photovoice Exploration of Queer Graduate Students Experiences,ACPA Coalition for Sexuality and Gender Identities,,,,
"Williams,J. L.",Zoë J.,Williams,0000-0002-2852-2914,,,,,,
"Williams,J. L.",Jacob J,Williams,0009-0005-5662-8125,,,,,,
"Williams,J. L.",Lamario J,Williams,0000-0003-0704-0219,,,,,,
"Williams,J. L.",Sophie J S,Williams,0000-0002-1083-6552,,,,,,
"Williams,J. L.",J Mark G,Williams,0000-0002-9884-2614,Psychological processes in suicidal behaviour.,Wellcome Trust,http://dx.doi.org/10.13039/100004440,,2003,2007
"Williams,J. L.",J Mark G,Williams,0000-0002-9884-2614,Reducing Cognitive Vulnerability to Suicidal Ideation In Recurrent Major Depression: Using translational research to elucidate risk mechanisms and their modification.,Wellcome Trust,http://dx.doi.org/10.13039/100004440,,2008,2013
"Williams,J. L.",J Mark G,Williams,0000-0002-9884-2614,Promoting mental health and building resilience in adolescence: investigating mindfulness and attentional control.,Wellcome Trust,http://dx.doi.org/10.13039/100004440,,2015,2021
"Williams,J. L.",Christopher J M,Williams,0000-0002-1574-653X,"ctDNA collection within the ARIEL trial: A biomarker enrichment trial of anti-EGFR agents in right primary tumour location, RAS wild-type, advanced colorectal cancer (aCRC) (ISRCTN11061442) - ARIEL-SC",Cancer Research UK,http://dx.doi.org/10.13039/501100000289,CRCPSC-Jul23/100006,2023,2026
"Williams,J. L.",Christopher J M,Williams,0000-0002-1574-653X,"A programme for a broad-based training in clinical trials at the CRUK Clinical Trials Unit in Leeds, with a focus on biomarker-driven trials in colorectal cancer",Cancer Research UK,http://dx.doi.org/10.13039/501100000289,RCCCTF-Nov21\100001,2022,2025
"Williams,J. L.",Christopher J M,Williams,0000-0002-1574-653X,CRC STARS - Stratification of Therapies through Adaptive Responses,Cancer Research UK,https://ror.org/054225q67,,,
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,High-resolution climate model projections of coral reef futures for the British Indian Ocean Territory and broader Indian Ocean,Fondation Bertarelli,http://dx.doi.org/10.13039/100009152,,2020,
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,(METRICs)Marine Ecosystem Trophic References & Indicators for assessing system Condition and Status,European Commission,http://dx.doi.org/10.13039/501100000780,,2017,2020
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Ecology of coralline fungal disease at Palmyra Atoll,National Science Foundation,http://dx.doi.org/10.13039/100000001,,2015,2018
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,The Reefs Tomorrow Initiative (RTI),Gordon and Betty Moore Foundation,http://dx.doi.org/10.13039/100000936,,2012,2015
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Reefs Tomorrow Initiative (RTI) Planning Grant,Gordon and Betty Moore Foundation,http://dx.doi.org/10.13039/100000936,,2011,2012
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Benthic habitat mapping at Palmyra Atoll,U.S. Fish and Wildlife Service,http://dx.doi.org/10.13039/100000202,,2015,2016
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Seascape Ecology of Palmyra Atoll,U.S. Fish and Wildlife Service,http://dx.doi.org/10.13039/100000202,,2014,2015
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,FISHSCALES - Quantifying drivers of functional diversity and structure of reef-FISH assemblages across SCALES for ecosystem-based management,European Commission,http://dx.doi.org/10.13039/501100000780,,2019,2021
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Scripps Postdoctoral Scholarship,"University of California, San Diego",http://dx.doi.org/10.13039/100007911,,2010,2011
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Developing benthic mapping techniques for shallow coral reefs,U.S. Fish and Wildlife Service,http://dx.doi.org/10.13039/100000202,,2013,2014
"Williams,J. L.",Dr Gareth J.,Williams,0000-0001-7837-1619,Scripps Postdoctoral Scholarship,"University of California, San Diego",http://dx.doi.org/10.13039/100007911,,2011,2012
"Williams,J. L.",Benjamin J. Williams,Williams,0009-0006-7463-1720,,,,,,
"Williams,J. L.",J A Gareth,Williams,0000-0002-4688-3000,,,,,,
"Williams,J. L.",J Robert G,Williams,0000-0003-4831-2954,,,,,,
"Williams,J. L.",Dexter M. T. J.,Williams,0000-0003-4638-5877,,,,,,
"Williams,J. L.",Alexander J.,Baker-Williams,0000-0002-3159-5970,,,,,,
"Williams,J. L.",Allison J.,Williams-Gant,0000-0002-4596-7405,,,,,,
"Wu,L. S.",L,Wu,0000-0002-6729-2269,,,,,,
"Wu,L. S.",L.,Wu,0000-0001-9130-3370,,,,,,
"Wu,L. S.",Z. L.,Wu,0000-0002-7834-2022,,,,,,
"Wu,L. S.",Lawrence L,Wu,0000-0003-2301-5136,,,,,,
"Wu,L. S.",Jia L,wu,0009-0001-0712-188X,,,,,,
"Wu,L. S.",Michelle L.,Wu,0000-0002-1881-1368,,,,,,
"Wu,L. S.",W. L. Kimmy,Wu,0000-0001-5411-6920,,,,,,
"Chan,C.",Keith C C,Chan,0000-0003-1709-2637,,,,,,
"Chan,C.",T. C.,Chan,0000-0003-1619-9328,,,,,,
"Chan,C.",Edward C.,Chan,0000-0002-5261-0770,,,,,,
"Chan,C.",Christopher C.,Chan,0009-0006-6623-7045,,,,,,
"Chan,C.",Antony C.,Chan,0000-0002-5104-261X,,,,,,
"Chan,C.",C. Savio,Chan,0000-0002-3474-1718,,,,,,
"Chan,C.",Aimee C.,Chan,0009-0005-0360-1025,,,,,,
"Chan,C.",Eric C.,Chan,0000-0002-5507-263X,,,,,,
"Chan,C.",John C.,Chan,0000-0003-3766-8904,,,,,,
"Chan,C.",Kam C.,Chan,0000-0003-4657-1485,,,,,,
"Chan,C.",Matthew C.,Chan,0000-0002-9826-1983,,,,,,
"Chan,C.",Donald C. K.,Chan,0000-0002-3642-2163,,,,,,
"Chan,C.",Sandy W C,Chan,0009-0003-9822-4730,,,,,,
"Chan,C.",Liliane C K ,Chan,0000-0001-7426-7603,,,,,,
"Chan,C.",W. C. Derek,Chan,0000-0001-8364-0801,,,,,,
"Chan,C.",Albert S. C.,Chan,0000-0002-4193-4702,,,,,,
"Chan,C.",Zoe C S,Chan,0009-0007-6802-8818,,,,,,
"Chan,C.",Angela C S,Chan,0009-0002-5767-1246,,,,,,
"Chan,C.",C. S. Richard,Chan,0000-0003-2071-0408,,,,,,
"Chan,C.","Courtney, C.W., C.",Chan,0009-0003-6730-720X,,,,,,
"Chan,C.",Willis C. W.,Chan,0009-0007-8393-9070,,,,,,
"Chan,C.",Carly C. Y.,Chan,0009-0002-1375-0735,,,,,,
"Chan,C.",Ben C. L.,Chan,0000-0001-5505-1065,,,,,,
"Chan,C.",Zenobia C. Y.,Chan,0000-0003-1060-1259,,,,,,
"Chan,C.",Athena C. Y.,Chan,0000-0002-2870-4582,Resilience in the Face of the COVID-19 Pandemic: A Mixed Methods Study in Minnesota and Hong Kong,Family Process Institute,http://dx.doi.org/10.13039/100013248,,2022,2023
"Chan,C.",Athena C. Y.,Chan,0000-0002-2870-4582,Development of Intergenerational Wisdom Exchange Program (WisE),Retirement Research Foundation Foundation for Aging,https://ror.org/0108z6p13,,2025,2027
"Chan,C.",Dave C F,Chan,0000-0002-7201-4538,,,,,,
"Chan,C.",Chetwyn C. H.,Chan,0000-0003-0307-6337,,,,,,
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Development of a pumpless lung assist device which acts like an artificial placenta for neonates with respiratory failure.,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,289940,2013,2016
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Oral rivaroxaban in children with venous thrombosis (EINSTEINJunior),Bayer Canada,http://dx.doi.org/10.13039/100004326,,2013,
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Investigating FIX extravascular localization as a potential new strategy for longer protection in hemophilia B,Pfizer Canada Inc.,,,2016,2018
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,"Understanding involvement in obstetric and neonatal decision making: a qualitative study to explore the experience, preferences and needs of parents of infants at risk or affected by moderate or severe hemophilia A or B",C17 Research Network,,,2017,2019
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Neonatal outcomes after transfusion of ABO non-identical blood (Neo-ABO),Canadian Hematology Society,http://dx.doi.org/10.13039/100011244,,2016,2017
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Physiotherapy and point of care ultrasonography for the assessment and management of acute muscle bleed in patients with hemophilia A and B,Pfizer Canada Inc.,,,2015,2017
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Physiotherapy and point of care ultrasonography for the assessment and management of acute hemarthrosis in patients with hemophilia A and B,Pfizer `Canada Inc.,,,2014,2016
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Glycoform variation effects of FIX during development,Pfizer Canada Inc.,,,2013,2015
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Glycoform variation effects of FVIII during development,Pfizer Canada Inc.,,,2010,2013
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,"Bone mineral density in Canadian children with severe hemophilia A or B: A multi-centre, cross-sectional, observationals study",Canadian Hemophilia Society,http://dx.doi.org/10.13039/501100000152,,2011,2013
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Patterns and predictors of health care utilization by adult survivors of childhood cancer: A POGO and institute for clinical evaluative sciences population database linkage study,Pediatric Oncology Group of Ontario,http://dx.doi.org/10.13039/501100000163,,2011,2013
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Antithrombin enhancement may improve anticoagulation efficiency in infants undergoing cardiopulmonary bypass for cardiac surgery,Heart and Stroke Foundation of Ontario,,,2010,2012
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Central venous line dysfunction as a predictor of thromboembolism in children with cancer,C17 Research Network,,,2010,2012
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Surface mechanisms of anticoagulant ATH complex,Heart and Stroke Foundation of Ontario,,T-6208,2007,2011
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Carbohydrate variation effect in the protein C pathway during development,Heart and Stroke Foundation of Ontario,,NA-6423,2008,2011
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Understanding health and treatment decision-making among young people with hemophilia: A youth perspective,Canadian Hemophilia Society,http://dx.doi.org/10.13039/501100000152,,2009,2011
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Prevalence and characterization of post-thrombotic syndrome after pediatric cardiac surgery,Labatt Family Heart Centre Innovation Fund,,,2009,2010
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,ADP signaling defect as a potential cause for aplastic anemia,C17 Research Network,,,2008,2010
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Thrombolysis in Pediatric Stroke Study (TIPS),National Institute of Neurological Disorders and Stroke,,grant.R01NS065818,2011,2014
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Clinical Assessment of Thrombosis in Children after Heart surgery: The CATCH study,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,grant.656beccb9b4aae9ea604ba9c9f7d693a,2010,2015
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,CIHR Team Grant in Venous Thromboembolism,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,CTP79846,2006,2011
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Effect of covalent antithrombin-heparin complex on the mechanisms and development of lung cells,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,MOP-64357,2003,2008
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Development of a novel covalent antithrombin-heparin complex.,Heart And Stroke Foundation,,grant.a104750df08c3baccf81fbdf4ed9ddfa,2001,2002
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Inhibition of tissue factor procoagulant activity by GRP78,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,grant.6e53c3fd01641be289dac75ca8c5e2ba,2003,2004
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Effect of covalent antithrombin-heparin complex on the mechanisms and development of lung cells,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,grant.0ea160332db73d1e47a4d3b77d916ca9,1999,2003
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Group in lung development,Canadian Institutes of Health Research,http://dx.doi.org/10.13039/501100000024,25029,1993,2009
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,The study of heparin mechanisms using ATH.,Heart And Stroke Foundation,,grant.631c259af437a3456c3b7c5dd8228d2f,2001,2003
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Mechanism by which GRP78/BiP inhibits tissue factor-dependent thrombin generation.,Heart And Stroke Foundation,,grant.e753fd146a8ba0b33a211b9cb61af987,2001,2003
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Study of pathogenesis and treatment of pediatric diseases related to the hemostatic system,Heart and Stroke Foundation of Canada,http://dx.doi.org/10.13039/100004411,CI-5708,2005,2010
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Thromboembolism in children with acute lymphoblastic leukemia,Heart and Stroke Foundation of Ontario,,NA-6159,2007,2009
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,"Prevention, detection and management of thromboembolic complications after pediatric cardiac surgery: Toward evidence-based clinical protocols",Labatt Family Heart Centre Innovation Fund,,,2008,2009
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Individualized heparin and protamine management in infants undergoing cardiopulmonary bypass for cardiac surgery reduces bleeding and blood transfusion requirements,Heart and Stroke Foundation of Ontario,,NA-5917,2006,2008
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,The influence of age on the protein C pathway during chemotherapy treatment.,Heart and Stroke Foundation of Ontario,,NA-5639,2005,2007
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Investigation into the interactions of covalent antithrombin-heparin (ATH) complex with surface-bound coagulant factors,Heart and Stroke Foundation of Ontario,,T-5414,2004,2007
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Inhibition of tissue factor procoagulant activity by GRP78 and its role in artherothrombotic disease,Heart and Stroke Foundation of Canada,http://dx.doi.org/10.13039/100004411,T-5385,2004,2007
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Development of a thromboresistant surface using a novel covalent antithrombin-heparin complex,Ontario Research Development Challenge Fund (ORDCF),,,2002,2007
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Improving anticoagulation therapy in children,Australian National Health and Medical Research Council,,,2004,2006
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Thrombosis research,McMaster University,,,2004,2006
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,The role of Protein C on age-dependent effect on thromboembolic events and anticoagulation therapy,Heart and Stroke Foundation of Canada,http://dx.doi.org/10.13039/100004411,,2002,2004
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Is Lipoprotein (a) a risk factor for recurrent ischemic stroke in children?,Networks of Centres of Excellence of Canada,http://dx.doi.org/10.13039/501100000161,,2003,2004
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Developing methods of data collection for individuals with hemophilia on self (home) infusion therapy,Canadian Blood Services,http://dx.doi.org/10.13039/501100000014,,2002,2003
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Development of a thromboresistant surface using a novel covalent antithrombin-heparin complex.,Ontario Research Development Challenge Fund (ORDCF),http://dx.doi.org/10.13039/100012171,,1999,2002
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Effect of heparin derivatives on thrombin regulation by the fetal lung surface,Medical Research Council Canada,http://dx.doi.org/10.13039/501100007155,,1999,2002
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Effect of chemotherapeutic agents on the regulation of thrombin by endothelial cells,Hamilton Health Sciences Foundation,,,1998,1999
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Thrombosis research,McMaster University,http://dx.doi.org/10.13039/100009776,,1997,1999
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Physiotherapy and point of care ultrasonography for the assessment and management of acute muscle bleeding in patients with hemophila A and B,Canadian Hemophilia Society,http://dx.doi.org/10.13039/501100000152,,2017,2018
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Thrombosis research,McMaster University,http://dx.doi.org/10.13039/100009776,,2004,2013
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Canadian Paediatric Surveillance Program,Public Health Agency of Canada,http://dx.doi.org/10.13039/100011094,,2020,2021
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Pediatric Thrombosis and Hemostasis Research,Hamilton Health Sciences Foundation,http://dx.doi.org/10.13039/100008360,,2012,2019
"Chan,C.",Anthony K. C.,Chan,0000-0003-1551-3995,Oral DNA chitosan nanoparticles to abrogate existing antibodies to FVIII,Nazarbayev University,http://dx.doi.org/10.13039/501100012632,,2020,
